증상,병명
콜린 두드러기 의 아주 팽진 다수 그 주위 의 홍 반성 발 주로 몸통 관찰 개인 대부분 이내 소실 보통 두드러기 호소 가려움 움 동반 경우 전신 땀 복통 현기증 동반 경우,콜린성두드러기
설사 주 이내 증상 호전 급성 설사 주 이상 설사 지속 만성 설사 수 복통 및 발열 동반 수 반복 배변 항문 주위 염증 발생 수 일반 급성 설사 대변 피 의식 변화 및 소변 감소 입술 등 탈수 증상 보이 즉각 치료 또한 개월 미만 영아 발열 동반 개월 미만 도 이상 고열 경우 복통 잠 경우 또한 증상 판단 의료 진 설사 경우 지속 체중 감소 거나 늘 경우 대변 지방 경우 혈변 반복 경우 출생 이후 지속 설사 경우 적극 의료 진의 개입,영유아설사
신체 여러 장기 단발 다발 성의 종양 병변 형성 발생 위치 증상 종괴 압박 증상 수,섬유종
증상 수일 내 발열 오한 두통 피로 감 동반 수 감염 피부 주위 감 통증 부종 등 주위 정상 조직 경계 비교 지면 매우 수포 점 출혈 생기며 피부 괴사 수도,단독
난소암 초기 증상 거의 기 등 초기 진단 경우 정기 산부인과 진찰 내진 초음파 검사 발견 경우 대부분 난소암 진행 증상 매우 배 것 복수 배 소화 증상 배 병원 경우 대부분 따라서 초기 진단 대부분 암 진행 후 발견 정기 산부인과 진찰 진단 매우,난소암
무릎 전면 부 직접 외상 병력 무릎 방부 성적 통증 호소 활동 증상 경우 활막 추벽 증후군 의심 볼 수 환자 증상 반월 연골 판 파열 감별 위해 주의 학적 검사 시행 환자 증상 세심 것 반월 연골 판 파열 경우 간 적 불안 정성 경골 염전 때 발생 통증 및 관절 간격 국한 통증 주로 호소 반면 활막 추벽 증후군 경우 무릎 굴곡 신전 시 무엇 것 경우 관절 종창 학적 검사 무릎 내 관절 간격 위부 압통 비후 슬개 내 추벽 촉진 수 경우 무릎 골곡 전시 발음 수도,윤활막추벽증후군
반월 연골 판이 때 퍽 느낌 수 대부분 사람 무릎 채 걸 수 운동 선수 파열 발생 이후 운동 지속 무릎 점점 더 부어 반월 연골 판 파열 가장 증상 다음 통증 붓기 무릎 무릎 꺾임 무릎 관절 운동 범위 감소 치료 반월 연골 판이 관절 안 수 이로 무릎 소리 증상 수,반월상연골판손상
손가락 끝 곤봉 부종 발생,곤봉지
성인 주요한 증상 어지러움 반면 연령 소아 빈혈 식욕 감소 등 증상 빈혈 증상 일반 서서히 때문 정도 진행 때 피부 점막 약간 정도 변화 수 다른 증상 역시 불 양상 발생 소아 식욕 기분 밤중 주위 대한 관심 기운 활동량 모습 관찰 수 또한 감염 발생 성장 철 결핍 원인 일 때 뇌신경 지능 기능 안 영향 수,소아청소년빈혈
수 크기 갈색 반점 다수 특정 부위 군집 우리 몸 어디 발생 수 일부 피부 분절 발생 기도,군집성흑자증
효소 결핍 유전자 결함 형태 매우 증상 대체로 여러 형태 포르 피리 증 전구 물질 축적 주로 장기 증상 발현 일반 신경 내장 증상 과 피부 증상 주 고전 급성 포피 리아 증 세 가지 형태 포피 리아 증 포함 급성 간 성 포피 리아 증 유전 코 프로 포피 리아 증 발 문상 포르피린 증 이 여기 해당 이 중 급성 간 성 포르 피리 증 가장 증상 이 구분 증상 사춘기 이후 발현 여성 더욱 급성 발작 은 불안 초조 불면 등 심리 및 행동 변화 자율신경계 및 감각 운동 신경계 병증 발생 구토 변비 동반 복통 가장 증상 복통 외과 응급처치 요하 급성 복증 의 형태 구분 수 등 및 팔다리 통증 역시 동반 통증 일반 일주일 이내 호전 병 외부 악화 인자 지속 존재 경우 감각 운동 신경계 병증 더욱 심화 근육 약화 심 부건 반사 무릎 신경 반사 감소 팔다리 대칭 감각 소실 등 진행 호흡 마비 초래 중추신경계 증상 의식 혼돈 및 경련 수 자율신경계 이상 부정맥 발생 심장 정지 수 피부 간유 전성 코 프로 포르 피리 증 발 문상 포르 피리 증 만발 피부 포르 피리 증 피부 병리 변화 보통 햇볕 노출 후 과도 물집 흉터 등 얼굴 색소 침착 털 비정상 계절 변화 여름 가을 증상 더욱 발 문상 포르 피리 증 급성 증상 발생 피부 병리 변화 발생 만발 피부 포르 피리 증 가장 형태 보통 이후 피부 증상 간병 증 신경증 간병 증 일부 유전자 돌연변이 형 간염 바이러스 인간 면역 결핍 바이러스 감염 과도 알코올 섭취 여성호르몬 노출 등 유발 인자 형태 급성 간 성 포르 피리 증 유발 인자 노출 증상 자율신경 및 감각 운동신경 병증 회복 데 수일 수주 수,포피리아
회전 개 증후군 주 증상 통증 통증 견 관절 전방 통증 어깨 머리 위로 행동 시 악화 통증 야간 통증 팔 등 뒤 때 뒤 때 발생 통증 등 양상 통증 발생 수 회전 개 파열 발생 근력 약화 발생 수 유착 관절 낭염 동반 시 어깨 운동 범위 감소 수,회전근개증후군
외음부 감 가려움 물 소변 정액 때 통증 성교통 출혈 조직 발 붓기 압통 등,회음부염증
정의 키 명 중 미만 신장 세 이상 서서 키 재는 것 원칙 성장 장애 위 개월 간의 키 변화 체중 변화 것 가장 또한 과거 비 성장 속도 증가 감소 성장 장애 의심 원인 질병 증상 매우 예 뇌종양 경우 구토 동반 두통 물 갑자기 갑자기 새벽 오줌 계단 길 걸 때 자꾸 갑자기 시력 성격 변화 거나 식탐 성조숙증 등 수 일부 이 증상 성장 속도 감소 경우 일반인 판단 부당 경량 출생 체중 뱃 속 기간 비 백분 위수 미만 경우 의 만 세 경 백분 위수 미만 키 이 경우 최종 성인 키 작 가능성,저신장
골막염 발생 감염 부위 통증 발 부종 등 발생 발열 발생 수도 또한 장액 및 화농 삼 액 연골 주변 조직 사이 고름 농양 형성,연골막염
화농 가래 기침 혈담 호흡 곤란 등 호흡기 증상 동반 노인 경우 호흡기 증상 발열 오한 식욕부진 피로 감 등 전신 증상만 동반 또한 청색 증 손 발끝 입술 증상 수,흡인성폐렴
신장 사춘기 지연 불임 가장 특징 출생 시 약간 출생 후 세 비교 정상 이후 성장 장애 성인 키 정도 안 이 외 가슴 보이 목 목 뒤 두발 선 또한 외 반주 팔 때 팔꿈치 아래 바깥쪽 굽 것 중수 골 손바닥 뼈 의 돌출 또한 태아 시기 림프관 폐쇄 익 상경 목 날개 듯이 모습 등 발생 심장 기형 콩팥 기형 등 발생 갑상선 기능 이상 비만 당뇨병 중이염 난청 골다공증 등 출생 후 발생 난소 기능 장애 시기 발생 거의 대부분 환자 사춘기 오지 불임 발생,터너증후군
평균 지적 능력 개념 사회 실행 영역 기능 저하 존재 수,경계성지적지능
경도 인지장애 첫 특징 인지 기능 저하 것 이 인지 기능 저하 주로 기억 감소 경우 수 일상생활 동작 기능 수준 대체로 보존 도구 일상생활 동작 유지 경우 인지 기능 저하 양상 정신 행동 증상 도 정상 노인 더 관찰 가장 증상 불쾌감 무 감동 이자 극성 불안 등 경도 인지장애 환자 망상 환청 등 정신병 증상 것 만일 인지 기능 저하 형태 망상 환청 다른 정신건강 의학과 진단 고려 또한 경도 인지장애 환자 정상 대조군 기능 저하 및 운동장 애가 동반 경우,경도인지장애
진통 구별 매우 진통 특징 주로 하복부 불쾌감 자궁 수축 간격 강도 증가 점 또한 자궁 경관 개대 진정제 완화 특징,가진통
혈액 담즙 다량 양성 구토 냄새 등 동반 수 분출 정도 구토 시기 주기 특정 음식물 유발 신경학 이상 등 동반 수 담즙 구토 분출 양상 구토 토혈 혈변 생후 주 미만 영아 발생 구토 복부 팽창 복부 압통 위장 관계 폐쇄 관련 증상 천문 팽창 두통 자세 유발 구토 의식 저하 경련 신경학 이상 등 신경계 이상 관련 수 증상,영유아구토
머리카락 눈썹 턱수염 자신 신체 털 반복 증상 크게 두 가지 분류 스트레스 등 불괘 경험 충동 억제 의도 경우 주로 무의식 발모 경우 분류 첫 번 경우 머리카락 털 뽑기 전 불안 긴장 증가 난 후 만족 안도 감 대부분 경우 두피 피부 이상 소견 보이지 통증 또한 경우 환자 생동 대게 부인 이 외 다른 자해 행동 손목 손톱 물어 등 이 동반 기도,발모벽
환자 증상 아주 양상 통증 위치 양상 표현 경우 대부분 환자 족 부 전반 통증 이상 감각 호소 초기 간 적 시작 이후 지속 양상 통증 양상 화끈 거림 감각 감각 소실 듯 이환 신경 휴식 거상 신발 착용 증상 완화 보이 보행 등 활동,발목터널증후군
가장 증상 목 부위 림프절 비대 통증 및 발열 주로 미열 주 정도 지속 달 지속 경우 그 외 권태 감 식욕 감소 체중 감소 등 전신 증상 오심 피부 발진 관절통 등 증상 동반 기도 림프절 비대 주로 목 국 적 부위 두 군데 이상 목 이외 다른 부위 림프절 기도 림프절 주로 정도 기도 침범 림프절 주로 주변 경계 고정,기쿠치병
노출 피부 부위 짐 가려움 동반 통증 피부 현상 등 경우 물집 피부 딱지 출혈 등 동반 수도,햇빛알레르기
속눈썹 안구 표면 자극 물감 통증 광 과민성 충혈 눈물 등 발생 수,안검내반
광견병 바이러스 노출 후 증상 데 시간 여러 가지 요인 영향 따라서 잠복기 일주일 이상 평균 바이러스 노출 후 개월 발병 머리 부위 상처 정도 증상 더 초기 다른 질환 구분 일반 증상 발열 두통 무기 식욕 저하 구역 구토 기침 등 동안 이 시기 부위 느낌 저절로 증상 광견병 의심 수 이 시기 흥분 불안 우울 증상 음식 물 보기 해도 근육 목 근육 경련 일어나고 침 공수 물 함 얼굴 바람 해도 목 부위 경련 발생 환자 물 등 증상 병 진행 경련 마비 혼수상태 호흡 마비 사망,광견병
살짝 통증 손톱 밑 주변 통증 호소 날씨 물 통증 것 주 증상 또한 크기 위치 따라서 손톱 밑 푸른색 점 손톱 변형 생기 기도,사구체종양
발병 직후 자가면역 간염 바이러스 간염 증상 급성 바이러스 간염 기도 피로 권태 감 식욕부진 등 일반 간염 증상 황달 빈도 비교 무 월경 여드름 관절염 피부 반점 발진 대장염 늑막 염 및 빈혈 등 동반 수 남성 및 일부 환자 전혀 증상 수도 초기 질환 발견 못 부종 혈액 응고 장애 정맥 류 출혈 간경변증 합병증 진단 환자,자가면역성간염
여행자 설사 증상 갑자기 발생 대개 물 설사 발생 하루 이상 배변 다른 증상 구역 구토 복통 복부 느낌 가스 느낌 대변 것 긴박 감 피로 감 등 대부분 경우 치료 정도 증상 생명 경우 거의 정도 주일 이내 완쾌,여행자설사
폐경 및 폐경 이행 여성 에스트로겐 결핍 증상 거의 혈관 운동 장애 안면 홍조 발 불면증 경험 수 비뇨 생식기 위축 증상 질 건조 감 성교통 반복 질 감염 요로감염 방광염 배뇨 통 급뇨 골 흡수 증가 골 손실 골다공증 진행 골절 위험성 증가 이 중 질 건조 증 성교통 은 성욕 저하 유발 원인 수 에스트로겐 결핍 시작 수록 심혈관계 질환 위험성 에스트로겐 동맥 확장 동맥경화 억제 염증 반응 등 혈관 대사 관여 조기 부전 경우 위험성 수,에스트로겐결핍증후군
고열 허약 감 오한 두통 및 허리 통증 복통 의식 변화 특유 반점 모양 피부 발진 구강 인두 얼굴 팔 등 후 몸통 다리 이내 수포 물집 로 농포 고름 물집 로 농포 특징 팽팽하 피부 딱지 회복 딱지 자리 서서히 흉터 남아 곰보 피부 모양 미리 예방접종 면역 경우 창의 경우 증상 출혈 두창 잠복기 지난 후 초기 오한 고열 두통 허리 통증 복통 등 거무스름 홍반 발생 후 피부 점막 점 출혈 바늘 머리 크기 출혈 및 출혈 일어나고 치명 발진 사망 연령 및 성별 발병 률 임신부 발생 악성 두창 증상 서로 피부 병리 변화 농포 고름 단계 발전 피부 나 결 보이 출혈 수 환자 생존 경우 딱지 회복 중 증인 경우 피부 표피 박탈 일어난다 무증상 보균자 두창 피부 발진,두창
경우 거의 무증상 심잡음 청취 발견 기도 동맥 관 개존 경우 아기 심부전 성장 지연 동반 수 전형 진찰 소견 맥압 도약 맥 맥박 도약 듯이 좌측 흉골연 상부 지속 기계 심잡음 등,동맥관개존증
주로 다리 발생 국 적 홍반 압통 오한 발열 후 홍반 주위 지면 손가락 때 압통 통증 병변 경계 부가 단독 달리 표면 물집 가운데 화농 결절 고름 물집 고령 당뇨병 환자 발생 치료 기간 더 길 자주색 반 경우 출혈 연조직염 피부 괴사 림프관 염 염증 때 림프관 통 시간 갈수록 것 볼 수 통증 동반 림프절 종대 부어 오름 를 근막 조직 괴사 괴사 근막 염 발전 균 독소 전체 혈액 내 패혈증 피부 괴사 전파 고름집 봉와직염 증상,봉와직염
손가락 발가락 혈관 발작 수축 피 피부 곧 청색 증 혈관 수축 자극 시작 약 지속 후 손가락 발가락 색깔 정상 때 손발 저림 통증 등 증상 동반 수도,레이노증후군
불안장애 증상 각 진단 전형 증상 아래 공황장애 공포 수분 내 최고 그 동안 호흡 곤란 가슴 심장 박동 증가 발 등 신체 증상 불안 죽 것 두려움 등 정신 증상 공황 발작 다시 것 대한 두려움 그 관련 생각 장소 상황 피하 달리기 계단 언쟁 등 공황 증상 신체 감각 활동 회피 광장공포증 대중교통 이용 공원 공간 것 영화관 밀폐 공간 것 줄 군중 속 것 집 혼자 것 상황 공포 불안 상황 회피 상태 개월 이상 지속 경우 일반 공황장애 관련성 경우 범불안장애 일상 일 대한 과도 불안 걱정 장기간 지속 통제 불안 연관 신체 증상 불면 긴장도 증가 등 동반 사회 불안장애 특징 증상 관찰 부정 평가 수 사회 상황 현저 공포 불안 경험 사회 상황 대한 회피 특정 공포증 특정 대상 상황 대한 공포 과도 이 노출 거의 예외 공포 곳 뱀 곤충 혈액 주사기 바늘 등 접 때 울면 의식 등 행동 공황 발작 경우 빈번 분리 불안 장애 세 미만 소아 가장 불안장애 로서 애착 형성 대상 옆 안심 잠시 불안 자신 부모 두려움 걱정 자주 보이 복통 두통 오심 구토 등 신체 증상 호소 함 관심 유발 선택 함 구증 부모 형제 사람 대화 문제 낯선 사람과 특정 상황 입 말,불안장애
발성 접촉 피부염 알레르기 접촉 피부염 증상 주로 홍반 점 부종 등 동반 습진 형태 병변 수포 진물 동반 일부 여드름 병변 두드러기 병변 다형 홍반 색소 침착 육아 종성 병변 등 발생 수 홍반,접촉성피부염
증상 비교 갑자기 시작 기간 자연 회복 소생 술 보통 실신 표현 방법 매우 일시 혼란 기운 핑돌음 취한 듯함 어지럼증 기억 상실 의식 소실 혼수 졸도 등 인구 일생 번은 실신 경험 노인 및 여자 발생 빈도 실신 임 증상 원인 다소 차이 가장 유형 혈관 억제 혈관 미주신경 실신 대개 환자 자세 증상 시작 실신 조짐 먼저 것 두려움 안색 잿빛 얼굴 전신 식은땀 침 고이 위쪽 배 부위 구역 일부 구토 동반 기도 환자 증상 완화 위 하품 거나 한숨 숨 크게 쉬 기도 조짐 수초 수 분 간 지속 만약 이 기간 환자 누우 회복 수 의식 소실 정도 기간 환자 따라서 의식 말소리 주위 사람 형체 의식 전혀 반응 경우 더 환자 움직임 전혀 골격근 모두 이완 상태 항문 및 요도 괄약근 의 조절 거의 모든 환자 유지 동공 확대 맥박 감지 수축 기 혈압 이하 호흡 감지 일단 수평 누우 혈액 순환 회복 맥박 다시 안색 정상 회복 의식 환자 곧바로 주변 힘 녹초 느낌 경우,실신
관자 엽 변성은 주요 증상 세 가지 형 수 관자 엽 치매 성격 행동 점차 탈 억제 억제 증상 본인 질환 인식 것 특징 탈 억제 증상 주로 충 적 강박 행동 것 상황 행동 사회 행위 비정상 성적 행동 보 일부 자발 일 대한 의지 동기 집중 모습 보 진행 비유 창 실어증 단어 의미 명칭 알 이름 대거 단어 사용 의사 표현 것 특징 말 의미 대한 기억 이해력 정상 의미 치매 말 비교 유지 말 단어 사용 말 내용 알 수 형 말 관자 엽 치매 환자 전두엽 위축 의미 치매 환자 측두엽 위축 진행 비유 창성 실어증 환자 브로카영역 위축,이마관자엽변성
간 경종 일차 증상 통증 주로 발 허리뼈 머리 부분 발생 걸 때 통증 때 따라서 발가락 방사 통증 감 호소 통증 정도 정도 불로 듯 거나 양상 통증 통증 신발 발 앞쪽 경우 개 이상 물갈퀴 공간 동시 증상 수 발 양쪽 동시 수,지간신경종
발열 및 전신 증상 특징 증상 세 가지 형태 구분 가래톳 흑사병 일반 잠복기 이후 오한 도 이상 발열 근육통 관절통 두통 등 증상 증상 발생 후 이내 페스트균 신체 부위 국소 림프절 부위 통증 발생 벼룩 주로 다리 물기 때문 허벅지 서혜부 림프절 페스트균 시간 내 가래톳 보통 서혜부 림프 선 염증 부어 오른 것 뜻 겨드랑이 림프 선도 수 이 통증 겨드랑이 서혜부 통증 때문 등 동작 못 주변 피부 부어 치료 경우 증상 호전 정도 발열 등 이상 증상 치료 경우 병 치명 상태 진행 사망 수도 패혈증 흑사병 정도 환자 일차 패혈증 발생 그 증상 일반 패혈증 증상 발열 구역 구토 복통 설사 등 과 출혈 반점 상처 부위 출혈 범 발성 혈관 내 응 고증 말단 부의 괴사 조직 세포 일부 것 치료 저혈압 신장 기능 저하 쇼크 등 증상 수 급성 호흡 부전 증후군 동반 기도 폐렴 흑사병 폐렴 흑사병 중 가장 중 형태 감염병 잠복기 대개 급작 발생 오한 발열 두통 전신 무력감 증상 동반 호흡 호흡 곤란 기침 가래 흉통 등 호흡기 증상 발생 질병 이틀 객혈 증상 호흡 부전 심혈관계 부전 허탈 등 증상 수,흑사병
대개 무증상 대사 증후군 각 구성 요소 증상 수 즉 혈당 경우 당뇨병 증상 수 대사 증후군 동반 죽 화증 증상 수,대사증후군
결막염 매우 발생 일반 눈 주위 피부 병변 후 발생 결막 출혈 점 출혈 또한 안부 대상포진 환자 각막염 발생 대개 통 동반,안부대상포진
일반 증상 시작 세 세 사이 시작 체중 증가 비만 대한 두려움 존재 치료 저항 체중 감소 연관 식이 행동 비밀 경우 가족 공공장소 식사 것 식욕부진 이란 용어 잘못 사용 면 실제 식욕 감소 경우 질환 말기 전 폭 식이 동반 경우 대체로 비밀 밤 경우 폭 이후 스스로 구토 유도 거나 하제 이용 제거 행동 경우 하제 이뇨제 남용 양 운동 습관 행 경우 음식 온 집안 등 음식 관련 행동 경우 체중 감소 경우 저체온증 무 월경 부종 저혈압 등 내과 문제 발생,신경성식욕부진증
병변 주로 모낭 목 겨드랑이 엉덩이 등 호발 하나 몸 어디 발생 수 초기 지면 결절 시작 시간 크기 통증 중심 지면 파동 기도 대부분 증상,부스럼
진폐증 가장 공통 경험 증상 호흡 곤란 기침 다량 담액 쓸개즙 및 배출 곤란 가슴 통증 흉통 등 이 증상 진폐증 의심 검사 방향 결정 도움 것 사실 분진 노출 직업 확인 위 증상 것 진폐증 진단 다만 면폐증 경우 전형 지각 증상 이 진단 매우 비중 차지,진폐증
대부분 사춘기 이후 생리 매달 규칙 하복부 통증 회음부 통증 호소 처녀막 위로 생리 혈 고여 질 혈종 골반 종양 수도 유아기 발견 경우 예 기저귀 발견 분비물 고여 종양 질 입구 로부터 돌출 종양 관찰 수,처녀막폐쇄증
피부 묘 기증 피부 부종 발 피부 묘 기증 과 발진 부위 가려움 동반 증상 피부 묘 기증 수,피부묘기증
감염증 증상 침범 부위 균혈증 발열 감염 심 내막 염 발열 장기 색전 호흡 곤란 등 관절염 관절 종창 발 통증 연조직 감염 피부 및 피하 조직 종창 발 통증 폐렴 발열 객담 호흡 곤란 고름 형성 특성 감염 부위 고름집 동반,메티실린내성황색포도알균감염
원인 및 연관 질환 중 증도 무증상 복통 속 복부 팽만감 구역 구토 설사 지방 변 체중 감소 위 장관 출혈 증상 동반 수,위산과다
뇌 기능 관련 모든 증상 발생 수 무증상 어지러움 시력 증상 사지 마비 안면 마비 연하 장애 이상 감각 인지 기능 장애 비뇨기계 소화기 장애 정신과 증상 의식 저하 식물인간 상태 내지 사망 수 혈액 공급 발생 증상 대부분 일시 발생 일과 혈 발작 표현 영구 증상 발생 가능성 경고 한편 혈관 증상 발생 경우 대부분 영구 지속 뇌경색 간혹 증상 호전 기도 뇌 세포 한번 재생 안 한번 뇌경색 발생 증상 정상화 것,경동맥협착증
복부 팽 증상 복위 실제 것 외 트림 구역 감 구토 변비 복통 주관 느낌 트림 은 의적 불수 의적 모두 수 위 과도 경우 식도 통해 인두 공기 소리 느낌 위 장관 가스 증가 장의 내강 증가 경우 경우 복통 동반 복부팽 경우 복압 부종 탈장 수도 비만 통증 국소 증상 등 경우 복부 팽 진행 수 주 개월 동안 눈 수도,복부팽만
대부분 목 몸통 상부 양 성 대칭성 발생 홍 반성 구진 발생 치유 후 그물 모양 색소 침착 가려움증 동반 경우 주로 봄 여름 여성 호발,색소성양진
호흡기 호흡 욕구 증가 호흡량 과도 것 가장 증상 과도 호흡 후 혈중 이산화탄소 대한 반응 호흡 감소 몸 과도 알칼리 알칼리 증 증상 각종 전해질 이상 동반 어지러움 감각 이상 손발 경련 근육 힘 증상 등 급성 과 호흡 경우 일시 심장 등 순환기 알칼리 증 심장 혈관 수축 심근 혈 심장 근육 혈액 순환 가슴 통증 유발 심장 기능 악화 현상 이 알칼리 증 전해질 이상 부정맥 심장 박동 나타남 이 뇌 알칼리 증 뇌혈관 수축 어지러움 시각 이상 실신 경련 등,과호흡증후군
고혈압 뇌출혈 환자 임 상적 양상 신경학 증상 혼수 급사 신경학 발현 증상 형태 혈종 크기 위치 혈종 관련 근원 병태 생리학 등 정도 결정 전형 증상 두통 동반 국소 신경학 결손 갑자기 시작 의식 수준 변화 전형 신경학 결손 갑자기 회복 일시 오거 진행 거나 안정 상태 남 수 반대 혼수 사망 수 국 적 전신 발작 수도 뇌출혈 부위 증상 피각 부 출혈 경우 반신 마비 지각 소실 시야 결손 등 발생 대뇌 우성 반구 출혈 언어장애 상부 출혈 경우 피각 부 출혈 감 초기 증상 일 수도 피질 출혈 초기 두통 및 간질 등 수 발생 부위 국 적 기능장 애가 교 출혈 비록 출혈량 다른 부위 출혈 더 증상 보이 의식 혼수 동공 축소 체온 상승 등 보이 사망 경우 소뇌 출혈 경우 후두 통증 어지러움 및 운동 실조 등 보이 호흡 마비 의식 저하 등 갑자기 악화 수도 고혈압 기간 뇌 모세혈관 손상 혈관 압력 못 파열,고혈압성뇌출혈
밤 가로등 주변 길거리 불빛 상황 정상 볼 수 달빛 별빛 더 어 두운 상황 사물 분간 경우 어 두운 곳 주위 불빛 사물 인식 데 문제 저녁 무렵 외출 자체 밤 조금 조명 실내 생활 수 또한 밤 운전 때 다른 차 헤드라이트 불빛 터널 통과 때 수 병적 야맹증 도시 불빛 병 정도 진행 때 증상 못 경우,야맹증
혀 밀지 못 수 유아기 모유 수유 때 젖꼭지 통증 유발 수 의 발음 문제 수도 설소대 단축 증 증상,설소대단축증
가장 증상 통증 종양 위치 통증 양상 경추 부 경우 목 부위 통증 요추 부 경우 허리 통증 주로 척추 종양 통증 추간판 탈출 증 디스크 등 다른 척추 질환 달리 야간 통 특징 체위 활동 비교 또한 경추 부의 경우 한쪽 경추 신경 압박 압박 쪽 부위 어깨 팔 손가락 통증 감 감각 저하 근력 감소 수 경우 마비 수 신경 압박 더 경우 반대편 증상 수 흉추 부의 경우 몸 듯 몸통 통증 형 통증 감각 이상 수 요추 부의 경우 한쪽 요추 신경 압박 압박 쪽 허벅지 종아리 발목 발가락 통증 감 감각 저하 근력 감소 경우 마비 수 반대편 증상 수 또한 항문 및 방광 괄약근 마비 증상 배뇨 및 배변 장애 수 통증 발생 거나 증상 경우 교통사고 후 촬영 자기공명 영상 발견 경우 가끔,척추종양
부신 종양 대부분 능성 증상 유발 부신 종양 호르몬 분비 기능 종양 분비 호르몬 증상 유발 환자 주로 두통 항진 발 손발 저림 무 월경 기능 감퇴 다모 증 과 다한 여드름 수면 장애 등 호소 또한 고혈압 약제 반응 고혈압 보름달 얼굴 모양 목 지방 축적 팔다리 근육 위축 및 중심성 비만 복부 보라색 선조 것 수,부신종양
우리 몸 부위 발생 수 보통 몸통 허벅지 팔 등 정상 지방 조직 피부 아래 조직 가장 발생 종양 주로 크기 경우 피부 바로 밑 움직 무공 일반 통증 크기 변화 몇 년 서서히 이상 거대 지방종 이 기도 크기 경우 주변 조직 통증 수도 크기 및 위치 신체 움직임 기능 영향 줄 수도,지방종
간이 오른쪽 배 덩어리 수 간암 때 부위 통증 발생 수 황달 식욕부진 체중 감소 수도 대부분 증상 정기 검사 발견,간암
건망증 기억 장애 경우 일반 힌트 기억 수 힌트 잠시 후 시간 지나 생각 기억 구체 예 일시 물건 곳 깜빡 거나 대화 세부 내용 경우 등 반면 힌트 기억 못 거나 대화 사실 자체 등 사건 전체 기억 경우 치매 초기 증상 일 수 정밀 검사 통한 감별,건망증
대부분 성교 후 질 출혈 가장 증상 질 출혈 처음 피 정도 암 진행 출혈 및 질 분비물 증가 궤양 심화 차 감염 발생 경우 악취 동반 암 진행 주변 장기 직장 방광 요관 골반 벽 좌골 신경 등 침범 배뇨 곤란 피 소변 직장 출혈 허리 통증 통 및 부종 체중 감소 등 증상,자궁경부암
임신 개월 주 이전 골반 및 하복부 압박 증상 생리통 통증 질 출혈 무색 분비물 증가 등 증상 이 경우 즉각 신생아 중환자실 병원 입원 치료,조산
특정 대상 상황 직면 때 상황 예견 때 현저 지속 비합리적 두려움 경험 청소년 및 성인 환자 그 두려움 비합리 적임 경우 공포 반응 포자 정도 도피 가능성 정도 공포 반응 공황발작 경험,공포증
주 이상 낫 입 안 궤양 입 안 궤양 입 안 점막 것 말 일반 가장 원인 타 구내염 염증 때문 구내염 때문 군데 궤양 대개 주 내 경우 다른 부위 또 기도 군데 궤양 주가 일반 염증 수 병원 방문 것 입 안 종괴 부종 붓기 이 주 이상 지속 경우 입 안 평소 것 경우 염증 거나 염증 때문 물혹일 수 본인 생각 뭔가 원래 것 것 헛 갈릴 때 일단 좌우 비교 보라 대칭 대개 정상 일 가능성 비 대칭 거나 점 의원 진찰 것 또한 붓기 주가 전문의 진료 것 권장 목 혹 경부 종괴 이 주가 경우 목 것 그것 곧 구강암 의미 것 감기 임파선 부어 혹 수 일반 염증 것 라면 대개 주 이내 것 일반 주가 남아 오히려 혹 더 것 전문의 진찰 것 구강 점막 적색 백색 반점 볼 혀 적색 백색 반점 경우 대부분 원인 모르거나 만성 자극 점막 변화 발생 일시 증상 일 가능성 점막 변화 암 초기 증상 거나 암 단계 일 수 이전 진단 적 경우 라면 전문의 진료 것 반점 경우 최근 더 범위 경우 조직 검사 것 질환 무관 원인 미상 치아 잇몸 암 치아 뿌리 쪽 질환 치아 증상 수 치아 증상 외 주 이상 경우 추가 검진 그 외 혀 볼 점막 통증 입 냄새 구취 등 동반 수 설암 증상,설암
림프절 크기 림프절 경우 따라서 통증 압통 동반,림프절비대
머리카락 사이사이 피부 불 불 홍반 그 위로 각질 기름기 노르스름 비늘 발생 또한 가려움증 동반 경우 이 질환 일반 호전 악화 반복 삶 질 트리 경우 염증 더욱 감염 제거 경우 농포 딱지 발생 진물 통증 동반 수,두피염
근막 통증 증후군 근육 내 압 통점 지점 과 통증 유발 점 지속 통증 듯 느낌 등 양상 보통 근육 결합조직 통증 경련 압통 강직 운동 제한 쇠약 및 자율신경 기능 부전 땀 체온 등 이상 등 증상 포함,목근육통
듯 힘 음성 말 때 음성 단절 말 가기 어려움 음성 등 증상,연축성발성장애
출생 체중 심장 기형 약 이상 대표 심방 막 결손 막 심실 막 결손 관 결손 우심실 이중 유출 대동맥 축착 심장 우측 전위 등 수 정신 지체 신장 기형 약 대표 말발굽 콩팥 낭 종성 신장 질환 증 일 성 신장 무형 등 수 특징 머리 및 얼굴 모양 후두골 돌출 눈 턱 입 손발 특징 모양 집게 손가락 가운데 손가락 위 위치 새끼 손가락 약손가락 위 위치 바닥 창 의 발 모양 기타 기형 상완 형성 부전 척추 증 탈장 항문 폐쇄증 거의 모든 장기 기형 동반 에드워드 증후군 손 특징 모양,에드워드증후군
